Symbol,Company Name,Date-Start,Date-End,Sector,Delisting-Date
QBCRF,Quebecor Inc,,1998-12-21,Communication Services,1998-12-21
QCBC,Quaker City Bancorp Inc,1993-12-30,2004-08-31,Financial,2004-08-31
QCCO,Qc Holdings Inc,2004-07-16,2016-02-11,Industrials,2016-02-11
QCFB,Qcf Bancorp Inc,1995-04-03,2000-08-15,,2000-08-14
QCOR,Questcor Pharmaceuticals Inc,2008-05-16,2014-08-14,Healthcare,2014-08-14
QCP,Quality Care Properties Inc,2016-11-01,2018-07-26,Healthcare,2018-07-26
QDEK,Quarterdeck Corp,1991-06-11,1998-10-15,Technology,1998-10-15
QDIN,Quality Dining Inc,1994-03-02,2005-04-13,Consumer Discretionary,2005-04-13
QDRMY,Banca Quadrum SA,1993-07-29,2001-05-30,,2001-05-18
QEDC,Quest Education Corp,1998-09-23,2000-08-01,Healthcare,2000-08-01
QEDI,Quantum Effect Devices Inc,2000-02-01,2000-08-24,Technology,2000-08-24
QEE,Queenstake Resources Ltd.,2004-12-13,2007-06-20,Materials,2007-06-20
QELP,Quest Energy Partners Lp,2007-11-09,2010-03-05,Energy,2010-03-05
QEP,Qep Resources Inc,2010-07-01,2021-03-16,Energy,2021-03-16
QEPC,Qep Co Inc,1996-09-18,2009-07-02,Healthcare,2009-06-26
QEPM,Qep Midstream Partners Lp,2013-08-09,2015-07-22,,2015-07-22
QES,Quintana Energy Services Inc,2018-02-09,2020-07-27,Energy,2020-07-27
QFABQ,Quaker Fabric Corp,,2008-06-09,Industrials,2008-06-09
QHCCQ,Quorum Health Corp,,2020-07-08,Healthcare,2020-07-08
QHGI,Quorum Health Group Inc,1994-05-26,2001-04-27,Healthcare,2001-04-27
QIHU,Qihoo 360 Technology Co Ltd.,2011-03-30,2016-07-15,Technology,2016-07-15
QIWI,Qiwi,2013-05-03,2022-02-25,Financial,2022-02-28
QKKAQ,Quokka Sports Inc,,2001-04-19,Communication Services,2001-04-19
QKLS,Qkl Stores Inc,2009-10-21,2016-05-11,Consumer Discretionary,2021-08-27
QKTN,Quickturn Design Systems Inc,1993-12-15,1999-05-25,Technology,1999-05-25
QLGC,Qlogic Corp,1994-02-28,2016-08-16,Technology,2016-08-15
QLIK,Qlik Technologies Inc,2010-07-16,2016-08-22,Technology,2016-08-19
QLNXF,Quintalinux Ltd.,,2002-09-25,,2002-09-25
QMDC,Quadramed Corp,1996-10-10,2003-03-03,Financial,2010-03-18
QMED,Qmed Inc,2002-05-28,2008-05-20,Healthcare,2008-05-20
QMMI,Q Comm International Inc,,2007-07-17,Communication Services,2007-07-17
QMNDQ,Qimonda Ag,,2009-01-28,Industrials,2009-01-28
QMRK,Qualmark Corp,1996-04-08,2002-05-09,Consumer Discretionary,2015-12-28
QNGP,Quantum Group Inc,,2011-09-30,Technology,2011-09-30
QNGWQ,Quanergy Systems Inc,,2022-11-08,Technology,2022-11-08
QNGYQ,Quanergy Systems Inc,,2022-11-08,Technology,2022-11-08
QNTSQ,Quintus Corp,,2000-11-15,Communication Services,2000-11-15
QOBJ,Queryobject Systems Corp,,2002-04-02,,2002-04-02
QRCP,Quest Resource Corp,2006-04-11,2010-03-05,Healthcare,2010-03-05
QRE,Qr Energy Lp,2010-12-17,2014-11-19,Energy,2014-11-19
QRM,Quest Rare Minerals Ltd.,2011-05-23,2015-02-19,Materials,2015-02-20
QRSI,Qrs Corp,1993-08-05,2004-11-15,Healthcare,2004-11-15
QSCG,Qsc Corp,2000-04-19,2002-04-02,Technology,2002-04-02
QSFT,Quest Software Inc,1999-08-13,2012-09-27,Technology,2012-09-27
QSGI,Qsgi Inc,,2009-07-09,,2009-07-09
QSND,Qsound Labs Inc,1999-03-01,2009-04-02,Technology,2012-11-09
QSYSQ,Quad Systems Corp,,2000-12-15,Technology,2000-12-15
QTEKQ,Qualtek Services Inc,,2023-06-01,,2023-06-01
QTEWQ,Qualtek Services Inc,,2023-06-01,,2023-06-01
QTIH,Qt Imaging Holdings Inc,,2025-01-27,Healthcare,2025-01-27
QTNA,Quantenna Communications Inc,2016-10-28,2019-06-18,Communication Services,2019-06-18
QTNTQ,Quotient Ltd.,,2022-12-30,Technology,2022-12-30
QTRAQ,Quentra Networks Inc,,2000-12-14,Communication Services,2000-12-14
QTRHF,Quarterhill Inc,,2019-12-23,Technology,2019-12-23
QTRN,Quintiles Transnational Corp,1994-04-21,2003-09-25,Healthcare,2003-09-25
QTT,Qutoutiao Inc,2018-09-14,2023-03-22,Technology,2023-03-22
QTWWQ,Quantum Fuel Systems Technologies Worldwide Inc,,2016-03-31,Energy,2016-03-31
QUIN,Quinton Cardiology Systems Inc,1972-12-14,2005-08-31,Healthcare,2005-08-31
QUIP,Quipp Inc,1986-08-18,2008-06-02,Communication Services,2008-05-29
QUIX,Quixote Corp,1980-09-15,2010-02-05,Communication Services,2010-02-05
QULMY,Quilmes Industrial Quinsa Societe Anonyme,,2008-02-11,Industrials,2008-02-11
QUMU,Qumu Corp,2013-09-16,2023-02-08,Technology,2023-02-07
QUNR,Qunar Cayman Islands Ltd.,2013-11-01,2017-02-28,Technology,2017-02-28
QUOT,Quotient Technology Inc,1972-12-14,2023-09-01,Technology,2023-09-01
QUSTQ,Questron Technology Inc,,2002-02-01,Technology,2002-02-01
QVCGB,Qvc Group Inc,,2025-05-27,Communication Services,2025-05-27
QVDX,Quovadx Inc,2001-10-01,2007-07-19,Technology,2007-07-18
QXLC,Qxl Ricardo PLC,1999-10-08,2003-03-28,Consumer Discretionary,2003-03-28
QXMCF,Qiao Xing Mobile Communication Co Ltd.,,2012-08-22,Communication Services,2012-08-22
RA.B,Reckson Associates Realty Corp,,2003-11-25,Real Estate,2003-11-25
RAASY,Cloopen Group Holding Ltd.,,2023-05-17,,2023-05-17
RACB,Research Alliance Corp Ii,2021-03-18,2022-12-06,Communication Services,2022-12-06
RADA,Rada Electronic Industries Ltd.,1978-05-10,2022-11-25,Industrials,2022-11-25
RADCQ,Rite Aid Corp,,2023-10-16,Healthcare,2023-10-16
RADI,Radius Global Infrastructure Inc,2020-10-05,2023-09-20,Utilities,2023-09-20
RADN,Radyne Corp,1983-12-12,2008-08-01,Healthcare,2008-07-30
RADS,Radiant Systems Inc,1976-12-07,2011-08-24,Consumer Discretionary,2011-08-24
RAE,Rae Systems Inc,1968-06-10,2011-06-16,Energy,2011-06-15
RAGS,Rag Shops Inc,1984-07-31,2004-10-21,Consumer Discretionary,2004-10-21
RAH,Ralcorp Holdings Inc,1965-05-06,2013-01-29,Consumer Staples,2013-01-29
RAHGF,Roan Holdings Group Co Ltd.,,2020-01-08,Materials,2020-01-08
RAI,Reynolds American Inc,1962-07-02,2017-07-24,Consumer Staples,2017-07-24
RALY,Rally Software Development Corp,2013-04-12,2015-07-07,Technology,2015-07-07
RAMR,Ram Holdings Ltd.,2006-04-27,2009-05-13,Technology,2018-08-30
RANGY,Randgold & Exploration Co Ltd.,1997-03-10,2005-07-19,Materials,2008-03-20
RARX,Ra Pharmaceuticals Inc,2016-10-26,2020-04-01,Healthcare,2020-04-02
RATL,Rational Software Corp,1994-04-04,2003-02-20,Technology,2003-02-20
RAVEQ,Rankin Automotive Group Inc,,2001-01-08,Consumer Discretionary,2001-01-08
RAVN,Raven Industries Inc,1972-12-14,2021-11-29,Industrials,2021-11-29
RAWA,Rent A Wreck Of America Inc,1985-10-28,2002-08-30,Technology,2002-08-30
RAWL,Rawlings Sporting Goods Co Inc,1994-06-30,2003-03-26,Industrials,2003-03-26
RAX,Rackspace Hosting Inc,2008-08-08,2016-11-02,Technology,2016-11-02
RAZF,Razorfish Inc,1999-04-27,2003-02-28,Communication Services,2003-02-28
RAZR,American Safety Razor Co.,1993-06-08,1999-06-29,Industrials,1999-06-29
RBAK,Redback Networks Inc,1999-05-18,2007-01-25,Communication Services,2007-01-25
RBBR,R B Rubber Products Inc,1995-05-11,2003-01-10,Materials,2003-01-10
RBCN,Rubicon Technology Inc,1986-04-28,2022-12-29,Technology,2022-12-29
RBCP,Rbc Bearings Inc,,2024-10-14,Energy,2024-10-14
RBD,Rubbermaid Inc,1962-07-02,1999-03-24,Materials,1999-03-24
RBDSQ,Roberds Inc,,2000-01-14,Healthcare,2000-01-14
RBI,Sport Supply Group Inc,1962-07-02,2010-08-05,Consumer Discretionary,2010-08-05
RBK,Reebok International Ltd.,1986-12-03,2006-01-31,Consumer Discretionary,2006-01-31
RBKV,Resource Bankshares Corp,1996-04-12,2004-03-31,Financial,2004-03-30
RBLG,Roebling Financial Corp Inc,,2013-07-05,Financial,2013-07-05
RBMG,Resource Bancshares Mortgage Group Inc,1998-05-18,2002-03-28,Financial,2002-03-28
RBN,Robbins & Myers Inc,1997-12-16,2013-02-20,Energy,2013-02-20
RBNC,Reliant Bancorp Inc,1987-08-26,2021-12-31,Financial,2021-12-31
RBNK,Regent Bancshares Corp,1989-06-19,1998-07-31,,1998-07-31
RBO,Ribogene Inc,1998-05-28,1999-11-17,Energy,1999-11-17
RBOW,Rainbow Rentals Inc,1972-12-14,2004-05-14,Consumer Discretionary,2004-05-10
RBPAA,Royal Bancshares Of Pennsylvania Inc,1987-09-04,2017-12-14,Financial,2017-12-14
RBTC,Rubicon Technologies Inc,,2024-06-07,Technology,2024-06-07
RBZHF,Reebonz Holding Ltd.,,2020-04-29,,2020-04-29
RBZWF,Reebonz Holding Ltd.,,2019-02-26,,2019-02-26
RCA,Ready Capital Corp,1962-07-02,1998-06-30,Financial,2023-08-14
RCAPQ,Rcs Capital Corp,,2016-05-23,Communication Services,2016-05-23
RCBK,River City Bank,1998-02-18,2008-10-14,Financial,2008-10-10
RCCC,Rural Cellular Corp,1996-02-08,2008-08-06,Communication Services,2008-08-06
RCCK,Rock Financial Corp,1998-05-01,1999-12-08,Financial,1999-12-08
RCFO,Rica Foods Inc,,2005-12-14,Consumer Staples,2005-12-14
RCFUF,Blue Gold Ltd.,,2024-10-21,Materials,2024-10-21
RCHY,Richey Electronics Inc,1994-01-25,1999-01-06,Technology,1999-01-06
RCM,R1 Rcm Inc,1987-09-29,2024-11-18,Healthcare,2024-11-18
RCN,Rogers Wireless Communications Inc,1962-07-02,2004-12-31,Communication Services,2004-12-31
RCNCQ,Rcn Corp,,2004-12-21,Communication Services,2004-12-21
RCNI,Rcn Corp,2005-03-21,2010-08-26,Communication Services,2010-08-26
RCOCQ,Ramp Corp,,2005-11-29,Communication Services,2005-11-29
RCOR,Renovacor Inc,2021-09-03,2022-11-30,Healthcare,2022-11-30
RCOTQ,Recoton Corp,,2003-04-17,,2003-04-17
RCP,Ready Capital Corp,1972-07-17,1996-07-10,Financial,2021-03-25
RCPIQ,Rock Creek Pharmaceuticals Inc,,2016-08-10,Healthcare,2016-08-10
RCPT,Receptos Inc,2013-05-09,2015-08-27,Healthcare,2015-08-27
RCRC,Rc2 Corp,2003-04-10,2011-04-28,Communication Services,2011-04-28
RCSFY,Fila Holding SpA,,2003-10-13,Industrials,2003-10-13
RDA,Rda Microelectronics Inc,1962-07-02,2014-07-18,Technology,2014-07-18
RDB,Readers Digest Association Inc,1992-03-06,2002-12-13,Communication Services,2002-12-13
RDBX,Redbox Entertainment Inc,2021-10-25,2022-08-10,Communication Services,2022-08-11
RDC,Rowan Companies PLC,1967-12-11,2019-04-10,Energy,2019-04-10
RDDYQ,Reddy Ice Corp,,2012-06-01,Financial,2012-06-01
RDEA,Ardea Biosciences Inc,2007-10-10,2012-06-19,Healthcare,2012-06-19
RDEN,Elizabeth Arden Inc,2001-01-25,2016-09-07,Financial,2016-09-07
RDFN,Redfin Corp,1977-05-23,2024-12-31,Real Estate,2025-06-30
RDGE,Reading Entertainment Inc,1996-10-16,2001-12-31,Communication Services,2001-12-31
RDHS,Logans Roadhouse Inc,1995-07-26,1999-02-16,Consumer Discretionary,1999-02-16
RDMMF,Real Del Monte Mining Corp,1998-05-14,1998-11-09,Materials,1998-11-09
RDO.A,Rdo Equipment Co.,,2003-06-02,Industrials,2003-06-02
RDOC,Integrated Surgical Systems Inc,1996-11-21,2001-02-13,Healthcare,2005-07-26
RDRTQ,Read Rite Corp,,2003-12-30,Healthcare,2003-12-30
RDS.B,Shell PLC,,2022-01-28,Energy,2022-01-28
RDUS,Radius Recycling Inc,2014-06-06,2024-12-31,Industrials,2025-07-10
REBC,Redwood Empire Bancorp,1998-11-03,2005-03-02,Utilities,2005-02-28
RECQQ,Recycling Industries Inc,,1999-03-02,Industrials,1999-03-02
REDB,Red Brick Systems Inc,1996-01-23,1998-12-31,Consumer Discretionary,1998-12-31
REDEQ,Redenvelope Inc,,2008-07-01,Consumer Discretionary,2008-07-01
REDFY,Rediff Com India Ltd.,,2021-11-30,Communication Services,2021-11-30
REDL,Redline Performance Products Inc,,2004-10-15,Financial,2004-10-15
REED,Reed's Inc,2007-11-27,2023-02-15,Consumer Staples,2023-02-15
REEMF,Rare Element Resources Ltd.,,2016-02-26,Materials,2016-02-26
REF,Refac Optical Group,1973-01-26,2007-04-26,Consumer Discretionary,2007-04-25
REFN,Regency Bancorp,1998-05-08,1999-10-06,Financial,1999-10-06
REGI,Renewable Energy Group Inc,1971-05-20,2022-06-10,Energy,2022-06-10
REIN,Recovery Engineering Inc,1982-12-07,1999-09-30,Industrials,1999-09-30
REIS,Reis Inc,2007-11-30,2018-10-12,Consumer Discretionary,2018-10-12
RELH,Reliance Group Holdings Inc,,2000-12-05,Financial,2000-12-05
RELV,Reliv International Inc,1996-09-06,2020-12-21,Healthcare,2021-05-20
RELYQ,Real Industry Inc,,2018-05-04,Real Estate,2018-05-04
REMC,Remec Inc,1996-02-02,2005-10-12,Communication Services,2010-12-30
REMY,Remy International Inc,2012-12-13,2015-11-10,Utilities,2015-11-10
REN,Resolute Energy Corp,2009-09-28,2019-02-28,Energy,2019-02-28
RENEF,Cartesian Growth Corp Ii,1997-10-10,1999-05-12,,2025-05-12
RENO,Renovare Environmental Inc,1993-03-08,2022-06-16,Real Estate,2022-06-16
RENX,Relx PLC,1987-07-16,2018-09-07,Healthcare,2018-09-07
REPB,Republic Bancshares Inc,1981-05-27,2004-04-14,Financial,2004-04-14
REPTQ,Reptron Electronics Inc,,2004-02-03,,2004-02-03
REPYY,Repsol SA,,2011-03-07,Energy,2011-03-07
RESC,Roanoke Electric Steel Corp,1980-11-10,2006-04-11,Utilities,2006-04-11
RESN,Resonant Inc,2014-05-29,2022-03-25,Communication Services,2022-03-25
RESRQ,Research Inc,,2002-01-16,Utilities,2002-01-16
REST,Restore Medical Inc,2006-05-17,2008-07-16,Healthcare,2008-07-16
RETA,Reata Pharmaceuticals Inc,2016-05-26,2023-09-25,Healthcare,2023-09-25
RETK,Retek Inc,1994-02-22,2005-04-11,Industrials,2005-04-11
REUN,Reunion Neuroscience Inc,2022-08-17,2023-07-31,Healthcare,2023-07-31
REVRQ,Revlon Inc,,2022-10-20,Consumer Staples,2022-10-20
REVUQ,Princeton Review Inc,,2013-03-08,Industrials,2013-03-08
REXI,Resource America Inc,1982-05-17,2016-09-08,Technology,2016-09-08
REXMY,Rexam PLC,1995-06-06,2007-11-20,Materials,2016-07-20
REXXQ,Rex Energy Corp,,2018-05-24,Energy,2018-05-24
REY,Reynolds & Reynolds Co.,1989-01-26,2006-10-26,Communication Services,2006-10-26
RFH,Richfood Holdings Inc,1996-12-05,1999-08-31,Consumer Staples,1999-08-31
RFMD,Rf Micro Devices Inc,1997-06-03,2015-01-01,Communication Services,2015-01-30
RFMI,Rf Monolithics Inc,1994-07-28,2012-06-29,Technology,2012-06-29
RFP,Resolute Forest Products Inc,1987-07-28,2023-02-28,Materials,2023-02-28
RFS,Rfs Hotel Investors Inc,1973-01-31,2003-07-10,Consumer Discretionary,2003-07-10
RFXCQ,Refco Inc,,2007-06-08,Financial,2007-06-08
RGA.B,Reinsurance Group Of America Inc,,2008-11-25,Financial,2008-11-25
RGCIQ,Regent Communications Inc,,2010-04-27,Communication Services,2010-04-27
RGDXQ,Response Genetics Inc,,2015-08-10,Healthcare,2015-08-10
RGFC,Real Good Food Company Inc,1996-08-22,2002-07-11,Consumer Staples,2025-01-06
RGFCQ,R&g Financial Corp,,2010-05-07,Financial,2010-05-07
RGIDQ,Rouge Industries Inc,,2003-12-24,Materials,2003-12-24
RGLOF,Regalito Copper Corp,,2006-07-12,Materials,2006-07-12
RGLS,Regulus Therapeutics Inc,2012-10-04,2024-12-31,Healthcare,2025-06-24
RGO,Ranger Oil Ltd.,1971-07-01,2000-07-28,Energy,2000-07-28
RGRX,Regenerx Biopharmaceuticals Inc,,2023-10-17,Healthcare,2023-10-17
RGSEQ,Real Goods Solar Inc,,2020-03-05,Energy,2020-03-05
RGSJY,Regus PLC,,2002-11-05,Real Estate,2002-11-05
RGTC,Real Goods Trading Corp,1996-07-23,2001-01-29,Consumer Discretionary,2001-01-29
RGX,Radiologix Inc,2000-05-10,2006-11-15,Healthcare,2006-11-15
RHAYY,Rhodia,,2011-09-20,Consumer Discretionary,2011-09-20
RHB,Rehabcare Group Inc,1998-12-09,2011-05-31,Healthcare,2011-05-31
RHBT,Rhbt Financial Corp,1999-11-08,2002-07-03,Financial,2002-07-03
RHC,Rio Hotel & Casino Inc,1973-08-01,1998-12-31,Consumer Discretionary,1998-12-31
RHCS,Red Hot Concepts Inc,1996-07-23,1999-05-11,Communication Services,1999-05-11
RHDCQ,R H Donnelley Corp,,2009-12-23,Communication Services,2009-12-23
RHEP,Regional Health Properties Inc,,2025-02-03,Healthcare,2025-02-03
RHH,Robertson Ceco Corp,1968-09-10,2000-06-19,,2000-06-19
RHIEQ,Rhi Entertainment Inc,,2011-04-04,Communication Services,2011-04-04
RHNO,Rhino Resource Partners Lp,,2021-08-27,Energy,2021-08-27
RHPS,Phillips R H Inc,1995-10-02,2000-10-04,Energy,2000-10-04
RHT,Red Hat Inc,1962-07-02,2019-07-08,Technology,2019-07-08
RIBI,Ribi Immunochem Research Inc,1981-05-27,1999-10-07,,1999-10-07
RIBT,Ricebran Technologies,2013-12-13,2023-11-07,Energy,2023-11-07
RIC,Richmont Mines Inc,1962-07-02,2017-11-22,Materials,2017-11-22
RIDEQ,Lordstown Motors Corp,,2023-07-06,Utilities,2023-07-06
RIDG,Ridgeview Inc,1996-11-01,2000-06-14,Healthcare,2000-06-14
RIFL,Royal Precision Inc,1997-09-02,2002-02-22,Technology,2002-02-22
RIGP,Transocean Partners LLC,2014-07-31,2016-12-08,Energy,2016-12-08
RINO,Rino International Corp,1998-05-19,2010-11-17,Industrials,2013-03-06
RIOM,Rio Alto Mining Ltd.,2012-12-21,2015-04-01,Materials,2015-04-01
RISK,Riskmetrics Group Inc,1983-08-11,2010-06-01,Financial,2010-06-01
RIT.A,Rightchoice Managed Care Inc,,2002-01-31,Healthcare,2002-01-31
RITT,Rit Technologies Ltd.,1999-03-08,2016-06-30,Communication Services,2016-01-08
RIVE,Riverview Financial Corp,1972-12-14,2021-11-30,Financial,2021-11-30
RIVL,Rival Co.,1972-12-14,1999-02-05,Industrials,1999-02-05
RIVR,River Valley Bancorp,1972-12-14,2016-02-29,Financial,2016-02-29
RIVT,Riviera Tool Co.,,2007-11-07,Technology,2007-11-07
RJD,Raymond James Financial Inc,,2017-02-06,Financial,2017-02-06
RJETQ,Republic Airways Holdings Inc,,2017-04-28,Financial,2017-04-28
RJI,Swedish Expt Cr Corp,1986-12-19,2004-05-06,,2022-10-21
RJZ,Swedish Expt Cr Corp,,2022-10-21,,2022-10-21
RKE,Cap Rock Energy Corp,2002-03-14,2006-05-11,Energy,2006-05-03
RKLWQ,Rockley Photonics Holdings Ltd.,,2023-01-23,,2023-01-23
RKLYQ,Rockley Photonics Holdings Ltd.,,2023-01-23,,2023-01-23
RKNG,Rockingham Heritage Bank,1998-10-16,2000-11-20,Financial,2000-11-17
RKTA,Rocket Internet Growth Opportunities Corp,2021-05-13,2023-03-24,Technology,2023-03-24
RKUS,Ruckus Wireless Inc,2012-11-16,2016-05-26,Communication Services,2016-05-26
RLAXY,Realax Software Ag,1998-01-30,2000-05-08,Technology,2000-05-08
RLBY,Reliability Inc,,2005-02-23,Industrials,2005-02-23
RLC,Rollins Truck Leasing Corp,1968-10-01,2001-02-28,Communication Services,2001-02-28
RLD,Reald Inc,1972-05-25,2016-03-22,Technology,2016-03-22
RLH,Red Lion Hotels Corp,1998-04-03,2021-03-17,Consumer Discretionary,2021-03-17
RLJE,Rlj Entertainment Inc,2012-10-04,2018-10-31,Communication Services,2018-10-31
RLLY,Rallys Hamburgers Inc,1989-10-13,1999-08-09,Consumer Discretionary,1999-08-09
RLM,Realm Therapeutics PLC,1962-07-02,2019-07-30,Healthcare,2019-07-30
RLOC,Reachlocal Inc,2010-05-20,2016-08-09,Technology,2016-08-09
RLOGQ,Rand Logistics Inc,,2018-02-13,Industrials,2018-02-13
RLR,Reliastar Financial Corp,1995-02-13,2000-09-01,Financial,2000-09-01
RLRN,Renaissance Learning Inc,2001-04-20,2011-10-19,Technology,2011-10-18
RLT.A,Reltec Corp,,1999-04-08,Communication Services,1999-04-08
RLYP,Relypsa Inc,2013-11-15,2016-08-31,Healthcare,2016-08-31
RMDY,Remedy Corp,1995-03-17,2001-08-27,Technology,2001-08-27
RMGN,Rmg Networks Holding Corp,2013-04-10,2018-09-28,Communication Services,2018-09-28
RMHT,Rmh Teleservices Inc,1996-09-19,2004-04-02,,2004-04-02
RMIXQ,Us Concrete Inc,,2010-08-31,Industrials,2010-08-31
RMK,Aramark Corp,1987-02-06,2007-01-26,Consumer Staples,2007-01-26
RML,Russell Corp,1969-01-16,2006-08-01,Industrials,2006-08-01
RMO,Romeo Power Inc,1962-07-02,2022-10-14,Utilities,2022-10-14
RMOC,Rutherford-moran Oil Corp,1996-06-21,1999-03-17,Energy,1999-03-17
RMP,Rice Midstream Partners Lp,1969-12-02,2018-07-20,Energy,2018-07-20
RMPO,Ramapo Financial Corp,1974-04-01,1999-06-11,Financial,1999-06-11
RMTR,Ramtron International Corp,1993-02-16,2012-11-20,Technology,2012-11-20
RMY.A,Delco Remy International Inc,,2001-03-14,Utilities,2001-03-14
RNAI,Sirna Therapeutics Inc,2003-04-17,2006-12-29,Healthcare,2006-12-29
RNB,Republic New York Corp,1972-01-12,1999-12-31,Financial,1999-12-31
RNBO,Rainbow Technologies Inc,1987-09-11,2004-03-15,Technology,2004-03-15
RNDB,Randolph Bancorp Inc,2016-07-01,2022-10-07,Financial,2022-10-07
RNDC,Raindance Communications Inc,2001-05-17,2006-04-05,Communication Services,2006-04-05
RNDY,Roundy's Inc,2012-02-08,2015-12-17,Consumer Staples,2015-12-17
RNET,Rignet Inc,1998-01-08,2021-04-30,Communication Services,2021-04-30
RNF,Rentech Nitrogen Partners Lp,2011-11-04,2016-03-31,Energy,2016-03-31
RNGY,Renegy Holdings Inc,2007-10-01,2009-03-27,,2012-01-10
RNHDA,Reinhold Industries Inc,2001-08-23,2007-02-20,Technology,2007-02-15
RNIC,Robinson Nugent Inc,1978-10-20,2001-02-16,Communication Services,2001-02-16
RNLXY,Renalytix PLC,,2024-10-07,,2024-10-07
RNOW,Rightnow Technologies Inc,2004-08-05,2012-01-25,Technology,2012-01-25
RNVA,Rennova Health Inc,2015-11-03,2017-10-24,Healthcare,2018-09-14
RNVS,Renovis Inc,2004-02-05,2008-05-02,Healthcare,2008-05-02
RNWK,Realnetworks Inc,1997-11-21,2022-12-21,Communication Services,2022-12-21
ROAC,Rock Of Ages Corp,1997-10-21,2011-01-19,Technology,2011-01-19
ROAKF,Royal Oak Mines Inc,,1999-02-12,Materials,1999-02-12
ROAN,Roan Resources Inc,2018-11-09,2019-12-05,Energy,2019-12-05
ROBOF,Robogroup Tek Ltd.,1991-10-07,2000-01-30,,2005-09-07
ROCC,Ranger Oil Corp,2021-01-05,2023-06-16,Energy,2023-06-16
ROCF,Rockford Industries Inc,1983-11-03,1999-02-18,Technology,1999-02-17
ROCM,Rochester Medical Corporation,1991-07-16,2013-11-13,Healthcare,2013-11-13
ROFO,Rockford Corp,2000-04-20,2009-08-14,Energy,2009-08-26
ROH,Rohm & Haas Co.,1962-07-02,2009-04-01,Materials,2009-04-01
ROHIQ,Rotech Healthcare Inc,,2013-09-26,Healthcare,2013-09-26
ROHN,Frankfort Tower Industries Inc,1997-12-19,2003-07-18,Industrials,2003-11-26
ROIC,Retail Opportunity Investments Corp,2009-11-03,2024-12-31,Financial,2025-02-12
ROII,Riskon International Inc,1983-07-01,1984-12-13,,2024-02-27
ROILA,Remington Oil & Gas Corp,1997-12-16,1998-12-24,Energy,1998-12-24
ROKA,Sorrento Tech Inc,2014-07-17,2017-12-28,Healthcare,2017-12-28
ROME,Rome Bancorp Inc,1999-10-06,2011-03-31,Financial,2011-03-31
ROMN,Film Roman Inc,1996-10-01,2001-01-11,Communication Services,2006-04-21
ROOM,Hotels Com,2000-02-25,2003-06-20,Consumer Discretionary,2003-06-20
ROSD,Rosedale Decorative Products Ltd.,1999-03-08,2001-05-08,Consumer Discretionary,2009-11-06
ROSEQ,Rosehill Resources Inc,,2020-09-04,Industrials,2020-09-04
ROSGQ,Rosetta Genomics Ltd.,,2018-05-21,Healthcare,2018-05-21
ROSI,U S A Floral Products Inc,1997-10-10,2000-08-28,Consumer Discretionary,2000-08-28
ROSWQ,Rosehill Resources Inc,,2020-07-31,Industrials,2020-07-31
ROVR,Rover Group Inc,2021-08-02,2024-02-26,Materials,2024-02-26
ROWC,Rowe Companies,,2006-09-19,Financial,2006-09-19
ROWE,Rowecom Inc,1972-12-14,2001-11-06,Financial,2001-11-06
ROX,Castle Brands Inc,1962-07-02,2019-10-08,Consumer Staples,2019-10-08
ROY,International Royalty Corp,1962-07-02,2010-02-22,Energy,2010-02-22
ROYL,Royale Energy Inc,1981-05-20,2016-01-20,Energy,2022-02-01
RP,Realpage Inc,1962-07-02,2021-04-21,Real Estate,2021-04-21
RPAI,Retail Properties Of America Inc,2012-04-05,2021-10-21,Consumer Discretionary,2021-10-21
RPCLF,Revenue Properties Co Ltd.,1993-09-20,2000-12-29,Real Estate,2000-12-29
RPCX,Resourcephoenix Com,1990-01-23,2000-11-29,,2000-11-29
RPFG,Rainier Pacific Financial Group Inc,2003-10-21,2010-03-01,Financial,2010-11-15
RPIN,Rotary Power International Inc,,2002-12-30,Utilities,2002-12-30
RPL,Adrien Arpel Inc,1998-07-28,1998-12-31,Consumer Discretionary,1998-12-31
RPRS,Republic Resources Inc,,1999-01-13,Industrials,1999-01-13
RPTP,Raptor Pharmaceutical Corp,2006-10-04,2016-10-24,Healthcare,2016-10-24
RPTR,Repeater Technologies Inc,2000-08-09,2002-08-12,Communication Services,2002-08-12
RPXC,Rpx Corp,2011-05-04,2018-06-18,Financial,2018-06-19
RRA,Railamerica Inc,2002-01-02,2007-02-14,Industrials,2007-02-14
RRD,Rr Donnelley & Sons Co.,2004-03-01,2022-02-25,Communication Services,2022-02-24
RRM,Rr Media Ltd.,1969-03-27,2016-07-05,Communication Services,2016-07-05
RRMS,Rose Rock Midstream Lp,2011-12-09,2016-09-29,Energy,2016-09-29
RRRR,Rare Medium Group Inc,1987-09-01,2002-12-20,Communication Services,2002-12-20
RRTS,Roadrunner Transportation Systems Inc,2010-05-13,2020-04-16,Industrials,2020-04-16
RSAS,Rsa Security Inc,1999-09-14,2006-09-15,Communication Services,2006-09-15
RSBI,Ridgewood Financial Inc,1999-01-08,2001-06-29,Financial,2001-06-29
RSCR,Res Care Inc,1992-12-15,2010-12-22,Healthcare,2010-12-22
RSE,Rouse Properties Inc,1987-06-05,2016-07-05,Real Estate,2016-07-05
RSGI,Riverside Group Inc,1984-06-12,1999-07-07,Healthcare,2006-09-25
RSHCQ,Radioshack Corp,,2015-10-07,Consumer Discretionary,2015-10-07
